franchise_season_id,squad,person_id,name,matches,stumpings,catches,catch_rank,balls_bowled,keeper_elsewhere,cricinfo_id,kept
84,2026 Kolkata Knight Riders,0a509d6b,RK Singh,11,0,11,1,0,,723105,
84,2026 Kolkata Knight Riders,29e95537,AM Rahane,14,0,8,2,0,,277916,
84,2026 Kolkata Knight Riders,650d5e49,R Powell,9,0,6,3,0,,820351,
89,2026 Lucknow Super Giants,919a3be2,RR Pant,13,0,10,1,0,y,931581,y
89,2026 Lucknow Super Giants,3241e3fd,N Pooran,14,0,5,2,0,y,604302,
89,2026 Lucknow Super Giants,3d8feaf8,MR Marsh,13,0,4,3,0,,272450,
89,2026 Lucknow Super Giants,989889ff,JP Inglis,5,0,1,6,0,y,662235,
108,2026 Mumbai Indians,372455c4,Q de Kock,3,1,2,5,0,y,379143,y
108,2026 Mumbai Indians,b0482a1d,Tilak Varma,14,0,12,1,0,,1170265,
108,2026 Mumbai Indians,fffa744b,Naman Dhir,14,0,9,2,0,,1287032,
108,2026 Mumbai Indians,e66732f8,RD Rickelton,12,0,9,3,0,y,605661,
130,2026 Punjab Kings,9418198b,P Simran Singh,14,1,7,2,0,y,1161024,y
130,2026 Punjab Kings,85ec8e33,SS Iyer,13,0,8,1,0,,642519,
130,2026 Punjab Kings,fe366f34,C Connolly,13,0,4,3,0,,1210488,
130,2026 Punjab Kings,0494fa6e,Vishnu Vinod,1,0,0,,0,y,732293,
147,2026 Rajasthan Royals,bcf325d2,Dhruv Jurel,16,1,18,1,0,,1175488,y
147,2026 Rajasthan Royals,48a1d7b7,SO Hetmyer,8,0,5,2,0,,670025,
147,2026 Rajasthan Royals,6c19c6e5,YBK Jaiswal,16,0,4,3,0,,1151278,
168,2026 Royal Challengers Bengaluru,800d2d97,JM Sharma,15,2,15,1,0,y,721867,y
168,2026 Royal Challengers Bengaluru,2c25d4f5,D Padikkal,15,0,13,2,0,,1119026,
168,2026 Royal Challengers Bengaluru,c740ea83,RM Patidar,14,0,10,3,0,,823703,
182,2026 Sunrisers Hyderabad,752f7486,Ishan Kishan,15,1,8,2,0,y,720471,y
182,2026 Sunrisers Hyderabad,235c2bb6,H Klaasen,15,0,13,1,0,y,436757,
182,2026 Sunrisers Hyderabad,a3b0600d,Aniket Verma,10,0,5,3,0,,1409976,
